,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11,x_12,x_13,x_14,x_15,x_16,x_17,x_18,x_19,x_20,x_21,x_22,x_23,x_24,x_25,x_26,x_27,x_28,x_29,x_30,x_31,x_32,y_1,y_2,y_3,y_4,y_5,y_6,y_7,y_8,y_9,y_10,y_11,y_12,y_13,y_14,y_15,y_16,y_17,y_18,y_19,y_20,y_21,y_22,y_23,y_24,y_25,y_26,y_27,y_28,y_29,y_30,y_31,y_32,z_1,z_2,z_3,z_4,z_5,z_6,z_7,z_8,z_9,z_10,z_11,z_12,z_13,z_14,z_15,z_16,z_17,z_18,z_19,z_20,z_21,z_22,z_23,z_24,z_25,z_26,z_27,z_28,z_29,z_30,z_31,z_32
sub-C003,0,0,0.22036,0,-0.27026,11.80386,-10.99102,9.84867,-9.98866,-0.1613,-0.33037,2.17192,-2.34662,0.05759,12.7106,-13.44984,15.69558,-17.46712,0.04123,0.17141,31.33245,-31.57196,16.11732,-18.6747,16.8716,-21.08313,11.9704,-13.95648,16.8013,-18.02854,12.48677,-11.98154,13.48454,-13.48454,-23.33528,-10.64208,-1.16111,-11.85326,-15.39123,-17.15577,-17.96414,-39.68025,4.47057,4.53958,4.17691,-17.87887,13.63701,13.42931,-13.39212,-13.36496,38.61029,-25.9256,7.90125,2.55287,2.33103,-0.97369,8.10213,3.20556,-28.0714,-31.46402,-62.25353,-73.07488,31.48361,29.84067,0,0,-7.70916,-15.41424,-5.69588,-5.84677,-5.56681,-21.13594,-18.81333,2.8252,-8.33339,-8.36925,-8.39118,3.42228,23.91335,23.44318,25.4593,26.87839,8.6047,6.90151,-17.78929,-16.18324,-10.59751,-9.53851,-18.07663,-17.73967,4.53548,3.24995,-0.90611,-2.94478,-6.1358,-5.61095
sub-C004,0,0,-0.09761,0,-0.03727,12.48924,-12.82047,9.50958,-9.40315,-0.79204,0.17805,2.5935,-2.24472,0.31066,16.74207,-13.87406,20.50367,-18.27373,1.19872,-0.15862,31.50559,-32.18674,22.00223,-20.01907,21.17563,-20.45375,12.38902,-17.15927,18.54472,-19.44823,12.72752,-12.83319,13.74637,-13.74637,-24.78346,-12.86965,-3.29122,-13.90872,-14.23286,-20.10814,-19.59829,-39.03413,3.72418,3.73667,3.30423,-20.4057,13.79532,13.82513,-13.5406,-13.63528,41.49289,-26.23019,3.52586,2.17066,0.9388,-0.88722,3.62003,3.31763,-26.87302,-32.19599,-69.22626,-69.52184,27.08851,27.98218,0,0,-6.18087,-15.61603,-4.48216,-4.77901,-5.73379,-15.54273,-16.6238,2.63004,-7.08796,-6.94872,-7.17752,2.20659,24.95022,24.39859,24.64953,25.38235,4.55271,5.909,-17.4702,-19.72077,-11.48251,-12.5554,-19.39854,-21.81477,3.01129,3.95023,3.63317,0.80062,-6.95366,-8.80646
sub-C005,0,0,-0.18505,0,0.1822,11.93828,-11.37155,9.91847,-10.35815,-1.14074,0.18006,2.29862,-1.70714,-0.22439,15.8523,-15.20448,16.90722,-17.19153,1.17572,-1.30649,31.77798,-32.44843,16.4711,-16.54888,16.76358,-17.13907,10.18365,-12.09796,15.97874,-18.27272,12.00784,-10.64657,12.54402,-12.54402,-23.55848,-11.12672,-2.25904,-13.68328,-13.9013,-19.22543,-19.93254,-44.26292,2.36872,2.56579,2.22881,-18.50331,12.61438,12.37426,-12.4513,-12.84241,46.66002,-29.64044,7.62084,4.32647,0.8502,-0.08392,7.01304,7.08648,-26.85374,-28.51035,-69.26424,-67.66265,29.96378,27.71463,0,0,-7.07636,-15.15513,-5.68589,-6.3409,-6.69163,-16.59087,-17.52413,-0.42801,-8.12162,-7.97367,-8.04388,1.75162,33.51601,33.24097,35.23711,32.73044,12.60494,5.14264,-20.00056,-16.85813,-12.04563,-12.97972,-19.84671,-20.56525,0.41461,-0.65794,1.58693,2.4319,-3.49607,-5.16868
sub-C006,0,0,-0.10489,0,0.13712,11.37369,-11.88048,9.15817,-9.34627,-0.46004,0.16703,1.83694,-1.79401,0.48266,14.18101,-12.52519,17.05564,-14.0189,0.80169,0.99667,28.62241,-29.27263,19.21527,-16.83989,17.47025,-16.97063,12.89613,-11.66646,19.31746,-15.19963,9.48169,-11.13412,13.22521,-13.22521,-22.30108,-9.28249,-1.64235,-13.98515,-11.54005,-16.11721,-15.71355,-39.27975,3.6051,3.2615,3.67207,-21.03481,13.47602,13.47866,-12.44812,-14.30832,36.53584,-27.77707,4.63292,6.0267,2.32926,2.61348,6.78804,8.70492,-30.32218,-29.11842,-62.30947,-61.6907,29.38808,28.87951,0,0,-6.45467,-13.66749,-4.68553,-5.51771,-4.79915,-15.59635,-16.25632,1.10712,-6.82693,-6.7219,-6.76491,3.00684,24.59817,25.71653,25.86462,28.51518,9.51982,8.21193,-16.1079,-16.78763,-11.40553,-9.65008,-18.75822,-19.17106,3.8785,4.70393,1.19493,2.77685,-1.93123,-3.37175
sub-C007,0,0,0.267,0,0.2362,11.14225,-11.76797,10.26942,-9.8086,1.07406,0.51973,2.25541,-1.94955,-0.39243,10.48389,-14.5026,13.82843,-15.82845,0.06464,-0.66612,32.68682,-30.04013,17.90955,-18.476,20.60925,-19.02061,17.5077,-12.14111,18.51247,-18.7802,10.22909,-10.13483,12.82384,-12.82384,-24.35194,-10.79283,-2.14072,-14.555,-14.44806,-18.51405,-19.03639,-38.36282,2.72449,3.26542,3.00455,-17.29346,12.24919,12.35962,-12.73398,-12.73368,42.4485,-21.12663,5.15945,7.59501,0.75765,0.38396,9.85016,9.11453,-27.03468,-27.55069,-63.73482,-64.37929,27.53185,26.62703,0,0,-6.97724,-15.06926,-5.49012,-4.74125,-6.76116,-16.90057,-17.48768,4.02138,-7.95464,-8.51851,-8.14324,3.6467,25.589,25.9786,25.95973,25.8109,7.5489,8.97278,-16.03926,-18.54222,-11.20297,-11.67572,-22.40293,-20.84704,5.7299,4.66308,5.49464,2.86605,-5.86185,-6.69112
sub-C008,0,0,-0.42994,0,-0.02883,12.3778,-12.12875,9.94733,-10.99073,-0.82266,0.05304,1.7482,-1.49422,0.01101,13.82434,-12.95333,17.59555,-17.15465,3.3815,-0.10675,33.49244,-35.13735,17.88521,-19.0413,20.30601,-21.71314,15.95408,-17.58083,18.66024,-16.21479,12.97347,-13.09964,12.82678,-12.82678,-25.16444,-12.91792,-3.20773,-14.38326,-15.16124,-21.254,-20.86257,-39.95893,1.73208,2.06976,2.30749,-18.67149,13.94428,13.63011,-12.44002,-13.31852,42.84017,-24.02672,7.29095,4.57852,-0.17544,0.62927,7.20714,2.6323,-28.10424,-32.82618,-62.50667,-69.91631,27.2224,25.89551,0,0,-7.71577,-15.9825,-5.75381,-4.97699,-5.99766,-18.79974,-18.51704,-1.98318,-6.92468,-7.88916,-6.92664,1.57833,23.14076,25.24058,25.08537,26.84549,3.23898,3.98584,-26.34385,-19.22579,-13.14378,-10.23738,-26.83188,-21.06479,2.47709,3.6728,6.14966,2.60543,-8.50767,-7.98464
sub-C009,0,0,0.11886,0,0.29754,13.18221,-11.69411,10.371,-10.63341,-0.05782,0.21353,1.99683,-2.08889,0.0,17.01503,-13.38719,20.34395,-16.77896,0.19219,0.07243,33.67102,-35.27595,18.61849,-17.96589,21.60014,-22.26222,14.45722,-15.63753,20.82951,-16.66551,10.89546,-12.56429,13.08153,-13.08153,-24.8857,-11.87791,-2.53441,-14.11525,-14.51788,-19.15851,-18.12495,-41.61676,3.30163,3.64046,3.26716,-16.62373,13.02841,13.23231,-13.28248,-13.0039,42.60177,-25.84968,9.69613,6.7211,0.11866,0.26319,9.06238,8.77533,-28.6824,-31.04069,-70.36938,-74.0414,29.48485,28.52034,0,0,-7.65278,-16.63515,-6.76519,-6.6841,-6.64478,-17.85498,-17.76284,4.94863,-10.07702,-9.66371,-10.00913,2.64438,28.03856,28.7395,29.22037,30.15539,10.76873,6.40691,-23.53831,-20.08393,-12.64062,-14.17202,-26.0372,-23.47291,2.81202,5.33117,0.82445,1.35622,-4.74156,-5.0209
sub-C010,0,0,-0.046,0,-0.11436,11.63024,-10.5257,9.50943,-8.31883,-0.64778,-0.11086,2.23489,-2.07543,-0.04076,15.01579,-15.20372,16.46253,-14.99453,0.96747,-0.1127,31.16439,-30.25782,18.12938,-16.21982,17.88362,-19.32683,13.84277,-13.50213,19.38787,-15.26907,10.80655,-12.04752,12.17108,-12.17108,-20.96722,-10.27884,-0.51996,-12.31911,-13.00671,-14.82231,-14.57792,-35.62983,3.72466,3.74337,3.71057,-16.22082,16.23177,15.31801,-12.8925,-13.20295,43.35186,-21.91639,8.89382,7.78887,1.84414,2.41306,8.96573,12.66534,-26.9732,-31.80614,-67.10488,-69.36587,28.41633,27.69522,0,0,-6.67599,-14.5173,-4.68586,-6.10109,-5.77882,-15.66535,-15.48062,1.3682,-6.53624,-6.05495,-6.83604,2.34566,28.79258,28.32783,30.78496,29.59314,8.91425,4.78183,-19.82573,-17.72056,-10.91317,-10.68251,-19.65969,-22.77425,3.63405,3.3983,2.82241,-0.93584,-3.68981,-4.39953
sub-C011,0,0,0.20539,0,0.20581,12.47397,-12.03801,9.38059,-10.53382,-0.65175,0.09442,2.36533,-1.98639,-0.09237,16.42423,-14.63708,17.27005,-16.90016,0.05556,0.31686,30.99156,-31.75006,15.44099,-14.31306,19.96004,-20.50299,16.6253,-14.69063,18.04981,-16.14671,12.09338,-12.69341,13.23418,-13.23418,-22.81018,-9.98493,-1.72592,-13.06613,-13.91697,-16.32248,-17.65499,-39.41875,4.03839,4.06638,3.60665,-21.55853,13.48506,13.42603,-13.06796,-13.13254,40.87369,-23.67726,7.71287,4.7093,4.13154,3.3615,7.68012,6.83002,-28.43194,-30.79219,-63.8096,-69.49094,30.4824,27.75918,0,0,-6.3198,-15.68686,-6.09497,-6.48104,-6.1647,-17.67095,-18.86098,1.16168,-10.06986,-9.42431,-8.88013,2.02593,25.26185,24.98095,27.69422,26.13568,9.58213,4.77228,-22.76389,-18.97444,-11.32893,-11.25503,-21.90989,-21.08266,4.14511,5.05228,2.06538,0.85723,-2.99669,-4.4952
sub-C012,0,0,0.03192,0,0.07856,11.87285,-11.76915,9.98049,-9.32526,-0.56397,0.19413,2.39721,-1.5707,0.0,13.45364,-11.60642,17.23513,-15.89628,-0.36294,0.13001,31.81191,-32.16054,17.21614,-15.76859,19.67707,-20.3461,11.70517,-12.70744,20.38112,-14.79991,8.92744,-11.21456,12.52522,-12.52522,-22.42406,-10.26773,-0.90184,-12.18246,-13.07286,-15.3875,-17.08496,-38.65627,3.47735,3.35805,2.8219,-21.44978,12.72536,12.55265,-12.38407,-12.58417,41.78685,-25.15765,7.77327,4.48125,2.79871,0.8146,6.5677,5.39786,-25.54059,-27.75711,-60.59809,-66.16073,25.08732,24.98943,0,0,-7.66037,-16.22348,-5.76586,-6.02223,-5.66889,-17.50106,-18.20016,0.0,-9.05854,-8.01839,-7.75096,2.66454,27.5567,24.97378,26.08571,26.81982,12.09226,7.79015,-19.05478,-17.12712,-9.76049,-10.84066,-19.21786,-21.30831,4.13472,4.23837,2.3704,2.21982,-6.83669,-7.58305
sub-C013,0,0,-0.15533,0,0.04121,11.10502,-11.43908,9.39832,-10.01428,0.28403,0.01382,2.15713,-2.32545,0.27557,13.90095,-11.60591,16.61654,-14.10085,-0.11843,0.39286,27.17626,-29.96288,12.49588,-16.99548,15.81966,-19.39477,13.32504,-12.50317,20.05191,-11.69443,10.08088,-11.36783,13.73011,-13.73011,-24.32992,-9.23678,-1.60279,-15.7211,-14.71846,-18.60262,-17.87139,-37.01455,3.02955,2.89026,3.00384,-20.2404,13.96445,13.61345,-13.50469,-13.92013,46.0953,-24.56571,5.33209,4.51948,3.78957,2.05937,7.5746,6.7834,-30.60478,-35.54508,-69.59283,-76.97997,28.38524,26.35273,0,0,-7.67981,-14.97664,-6.11414,-5.08249,-6.00708,-17.97668,-17.67404,3.04388,-8.08627,-7.66896,-7.60966,3.37044,24.35903,25.02674,26.70852,27.09041,7.10437,6.64946,-20.48411,-18.7763,-13.28724,-9.7403,-22.72354,-22.10163,5.11157,6.27247,3.46445,1.78901,-6.6139,-7.31123
sub-C015,0,0,0.10458,0,-0.04901,11.7617,-13.04847,10.4476,-10.26013,-0.54586,-0.11366,1.73553,-2.17071,0.11157,14.72209,-15.00847,20.88741,-19.73007,0.10458,0.03809,33.43813,-34.2456,14.73891,-15.60753,19.52452,-21.20532,16.21974,-17.8609,20.60939,-22.25792,11.46695,-12.71033,13.0152,-13.0152,-22.73495,-9.62661,-0.67844,-11.70079,-12.52626,-15.88106,-16.66074,-33.67377,4.074,4.12395,3.69921,-19.15349,13.02052,13.05212,-12.72072,-12.75764,38.39109,-16.626,8.63758,4.03541,5.64236,4.02272,11.29574,8.56499,-20.48637,-24.0,-49.82417,-52.52159,28.50409,27.4929,0,0,-6.75015,-14.47154,-5.93953,-6.42614,-6.4457,-15.27194,-14.82568,1.27208,-8.00443,-7.02968,-7.54853,4.72806,23.8156,23.6836,21.15976,23.35992,8.0283,7.96962,-18.3794,-16.1496,-11.45121,-12.1176,-22.58295,-21.28312,5.75971,4.79982,5.59254,3.96434,-4.87391,-4.83877
sub-C016,0,0,-0.07271,0,-0.0658,11.77621,-12.48796,9.6347,-9.84315,-0.56453,-0.05777,1.85169,-1.748,0.17159,12.04401,-13.35314,16.36367,-16.71355,0.85297,-0.23148,30.33909,-29.26176,14.84523,-16.18984,19.26107,-17.20341,10.83686,-15.70215,29.97606,-27.22042,10.73563,-11.7312,12.53666,-12.53666,-22.21858,-8.80799,-0.48333,-12.35062,-12.8679,-14.86732,-14.65889,-44.59299,3.98515,4.25855,4.13278,-16.272,12.52966,12.52867,-12.54605,-12.54719,37.77668,-28.29421,5.58084,4.87498,2.48324,2.06744,7.3677,8.13456,-27.61096,-33.47826,-44.90382,-53.1328,26.13655,26.13942,0,0,-7.06291,-15.30308,-6.45942,-7.03148,-6.85355,-15.98334,-15.87037,5.93697,-9.63826,-8.69954,-8.71428,3.16257,25.48998,25.39141,26.5245,26.64173,10.72044,7.16808,-19.11602,-19.71143,-12.92964,-11.5545,-21.80543,-22.08006,4.27626,6.68561,1.6199,1.43652,-4.81909,-4.65191
sub-C018,0,0,-0.36972,0,-0.08192,10.46841,-11.95429,10.04124,-9.90831,-1.73077,0.46048,1.69896,-1.25707,0.0943,10.77421,-12.38217,16.40331,-17.99102,-0.31782,0.07731,31.2489,-30.60785,16.19734,-16.78046,18.99581,-18.0826,17.37066,-16.82502,19.75688,-18.63755,11.28924,-11.01538,12.58158,-12.58158,-23.91386,-10.29904,-1.459,-13.65443,-15.35184,-16.07669,-16.23092,-38.82925,3.35154,3.70362,3.00783,-19.19777,12.73435,12.70064,-12.35908,-12.40198,37.88944,-18.97961,9.79235,6.83219,3.20959,1.56402,10.16676,9.00926,-23.6502,-27.51728,-55.45952,-63.49205,30.19268,26.09857,0,0,-6.06226,-14.90213,-6.19109,-6.16343,-6.17865,-14.77193,-14.98356,3.37462,-9.46083,-8.28725,-8.51062,2.72287,21.79655,19.92202,23.09606,21.38893,10.27149,6.02159,-17.80717,-19.54142,-10.99649,-13.023,-19.04727,-20.27285,5.61195,3.20997,4.37858,-3.63205,-2.75073,-4.53845
sub-C019,0,0,-0.24825,0,0.01253,12.19492,-12.1938,10.82773,-10.57107,-0.11618,0.38097,1.83571,-1.53924,-0.03699,12.44113,-11.9112,17.1652,-16.82115,-0.21299,0.13321,32.65824,-32.48686,16.0283,-17.25412,21.88565,-21.74779,15.6449,-13.59285,18.04638,-17.5525,10.07297,-12.11497,12.79134,-12.79134,-22.93288,-11.75513,-1.32181,-13.89609,-13.04697,-16.51703,-16.19756,-36.09889,2.52008,2.6367,2.81194,-16.33559,12.65748,12.52164,-12.93796,-13.11993,37.71573,-23.69173,8.00537,7.5185,2.06174,1.86517,9.88752,9.5585,-29.2343,-28.48547,-64.63085,-61.11427,27.10537,26.40714,0,0,-7.27987,-16.47939,-4.96935,-6.0437,-5.57682,-17.68646,-16.09249,3.72189,-8.57335,-7.71693,-7.55563,1.90236,23.4069,24.41635,23.64776,24.10282,9.1478,6.74952,-21.82586,-18.22526,-13.55551,-12.22428,-23.02407,-22.10198,4.94773,6.69805,2.44572,5.1311,-5.71445,-5.5854
sub-C020,0,0,-0.19412,0,-0.18377,11.04213,-10.87341,9.38021,-9.6762,-0.41433,0.13702,2.13684,-1.84966,0.13115,13.23689,-13.58399,15.06321,-16.31515,0.32843,0.05738,28.3831,-29.2072,14.24944,-15.50943,18.23956,-17.11207,8.72545,-13.12483,14.45123,-18.01528,11.1127,-12.90021,13.48692,-13.48692,-23.50375,-10.2246,-1.47809,-12.65407,-15.63661,-17.11928,-16.68718,-41.47606,3.37336,4.23166,3.19744,-21.89313,14.5016,14.42434,-12.2794,-12.39954,38.93065,-28.9342,8.85571,4.61265,3.82967,0.91876,8.81958,6.2256,-30.23554,-34.79612,-66.96858,-72.9752,25.81042,20.74762,0,0,-8.62011,-15.94598,-5.49942,-5.96646,-5.61415,-17.83614,-17.05785,-2.96417,-8.65173,-8.25985,-7.62255,2.37194,28.18847,27.21378,30.95644,29.52582,9.67448,5.98261,-20.44363,-18.52906,-10.82651,-10.28713,-19.9796,-19.48458,4.95794,4.38815,3.67043,-0.54844,-7.70279,-8.85209
sub-C021,0,0,0.03411,0,-0.04923,11.53224,-11.99926,9.20469,-9.96103,0.02214,0.22272,1.95791,-1.20057,0.13539,14.05665,-12.0509,17.1725,-15.94934,0.16526,0.14271,29.72308,-30.67829,16.50605,-17.84559,17.15814,-19.43457,13.74079,-15.65508,16.08335,-17.82078,10.98102,-10.66485,13.60415,-13.60415,-24.24322,-10.2533,-1.56886,-14.13963,-14.7494,-16.85186,-16.79267,-42.67597,4.24063,4.38238,4.00099,-17.03772,13.62696,13.5618,-13.57673,-13.65812,44.93946,-25.05799,5.05305,3.92833,2.20522,1.25353,7.91569,6.37168,-29.1151,-31.85291,-66.40175,-65.83396,29.28493,27.97041,0,0,-6.59845,-14.71863,-5.42389,-6.41432,-6.59034,-15.78387,-15.11947,1.58104,-9.16785,-8.36425,-7.9365,0.89915,24.05206,23.99915,21.03007,22.43444,6.68393,3.78834,-18.10484,-15.52227,-10.5654,-9.11385,-22.44473,-21.3715,2.73466,2.32982,-0.39148,2.12531,-6.00658,-5.52422
sub-C022,0,0,0.0681,0,0.09453,10.92624,-11.59195,9.68251,-10.04973,-0.46446,-0.23294,1.59831,-2.01542,0.14473,13.48872,-14.8007,18.32743,-17.09077,0.854,0.18914,32.42346,-31.21199,15.39025,-16.21473,20.87908,-20.34266,15.36138,-14.59438,18.45063,-16.99805,12.44884,-11.97753,13.75629,-13.75629,-21.93091,-12.24702,-0.04981,-13.3096,-14.12923,-16.61431,-15.9163,-38.82082,4.42153,4.61731,4.09508,-18.73611,13.79175,14.92718,-13.72046,-13.72075,44.14243,-19.8636,7.87922,6.51451,2.71521,3.69515,9.36603,8.86514,-25.55505,-30.92425,-65.25019,-73.13808,30.90957,29.92617,0,0,-4.86147,-16.13256,-5.63069,-6.06972,-6.06547,-16.20829,-16.032,3.38789,-9.04764,-8.30869,-8.21342,3.57847,23.39718,22.12474,24.63864,23.37744,10.12283,7.01762,-19.42257,-20.24504,-9.85855,-11.01712,-20.52856,-21.09821,6.44925,7.65224,2.65034,-1.01563,-3.49351,-4.03661
sub-C023,0,0,-0.21146,0,0.14714,11.15712,-10.07187,9.1529,-9.56222,-0.22404,0.27737,2.31783,-1.87563,0.03525,15.83804,-16.54775,16.27697,-17.87663,0.68196,0.42469,28.66078,-30.16796,16.55423,-17.7364,18.39559,-18.78602,9.5913,-7.80528,17.81416,-20.91635,12.19812,-13.0656,13.23187,-13.23187,-25.54855,-13.10319,-0.74733,-14.18142,-13.65231,-18.76186,-18.1707,-43.34027,3.9604,3.89589,4.17932,-18.33168,13.33075,13.23275,-13.15274,-13.23269,38.35335,-26.86205,5.1708,6.2575,1.95755,1.9407,7.34241,9.19087,-27.13499,-27.63082,-65.25076,-70.99577,28.75076,27.83637,0,0,-7.17733,-17.27567,-6.96397,-7.00233,-6.82471,-17.34867,-17.02137,2.33886,-10.42757,-10.14535,-9.28241,2.42293,27.1697,27.22062,28.69307,28.39573,11.52403,8.31229,-23.37201,-21.3134,-11.55481,-11.29957,-20.69835,-21.39074,5.50352,4.52006,2.03183,5.60636,-5.35273,-6.05598
sub-C024,0,0,0.11747,0,0.04502,11.2008,-12.0797,9.75686,-9.91032,-1.06358,0.10301,2.39805,-1.51253,0.5318,14.2675,-16.23199,18.99595,-19.36994,-0.24045,0.40572,32.94731,-32.74035,17.05445,-16.24704,18.94971,-21.23626,16.82536,-20.29753,15.61364,-21.39554,12.16879,-10.43666,12.55009,-12.55009,-22.3072,-9.47954,-1.21726,-13.38987,-13.93145,-16.42481,-16.9577,-38.99419,3.19334,3.36734,2.74438,-17.1873,12.52836,12.4037,-12.55092,-12.78148,41.55063,-20.44057,5.83872,2.208,2.76729,1.16512,7.29761,5.06687,-25.51972,-31.23216,-66.03713,-71.48806,26.92933,24.73542,0,0,-6.66311,-15.5627,-5.54701,-6.15551,-6.7246,-17.81729,-17.54143,5.87757,-10.50901,-9.39225,-8.27282,3.50004,26.72702,24.59556,23.70042,22.30273,5.5438,7.32891,-16.00017,-17.39254,-11.02835,-12.80501,-22.55433,-23.79268,7.41212,4.41506,1.68399,1.43265,-8.66889,-8.87152
sub-C025,0,0,0.25297,0,0.14913,11.62296,-10.96894,9.74802,-10.03119,0.05184,0.25245,2.19703,-1.67597,0.07001,11.80387,-14.59563,17.99452,-19.27084,-0.71792,0.07815,31.08615,-30.23394,18.53816,-15.92959,18.05475,-18.43564,20.4283,-15.94616,18.90453,-18.60889,11.09647,-11.37548,13.76058,-13.76058,-23.35681,-10.28037,-1.12406,-13.94137,-14.56478,-18.03312,-17.23951,-33.16103,3.08491,3.21681,3.21378,-18.97098,13.75562,13.99829,-13.86234,-13.91227,41.10647,-22.62026,10.8961,9.57795,0.31941,0.65316,7.62452,8.41989,-25.33488,-26.05872,-54.50294,-56.65348,28.80224,27.34184,0,0,-7.01034,-15.8694,-5.24648,-5.90506,-6.27933,-15.49138,-16.14278,2.57293,-9.03769,-7.91499,-8.05702,2.87036,23.87448,23.40443,24.45501,22.71008,9.07509,6.8665,-20.61118,-22.75575,-11.81655,-12.66767,-19.86223,-21.30264,3.48995,3.55979,8.2532,5.57158,-4.50695,-5.51807
sub-C026,0,0,0.19637,0,0.0,11.94788,-10.94449,10.2431,-10.64166,0.0165,-0.18944,1.47428,-2.0467,0.09409,13.51497,-13.62189,16.64863,-16.28933,0.23183,0.37423,32.37151,-33.15947,18.76293,-19.45214,19.08302,-19.68671,17.9271,-16.39454,17.67112,-20.42074,12.24811,-13.7196,12.84995,-12.84995,-23.31017,-11.09536,-2.58217,-14.07516,-14.97131,-15.495,-16.38676,-39.92224,5.72251,5.21398,5.71143,-17.42105,13.02238,12.89641,-12.75119,-12.84615,41.11755,-26.99577,6.84374,5.22942,-0.40295,0.24941,10.22731,9.55691,-30.45848,-29.1613,-63.8213,-60.61738,25.23574,26.84026,0,0,-7.99274,-15.77198,-4.35671,-7.56663,-7.71703,-17.48982,-17.49975,-1.14068,-7.78955,-6.89479,-6.41548,1.35225,26.17321,25.97806,27.76619,26.85059,9.55055,2.8054,-20.23184,-19.14974,-12.51131,-10.90592,-23.32193,-23.06515,-0.97208,-0.61328,1.14402,-0.94947,-6.59025,-7.41287
sub-C027,0,0,0.04993,0,-0.07859,11.29882,-10.23278,9.80593,-9.76276,-0.8254,-0.23263,1.52824,-2.07055,0.49693,9.90248,-11.23306,16.70063,-16.84174,-0.22452,0.04717,30.41373,-30.94047,17.27515,-17.39233,17.03224,-17.99709,17.17455,-14.83885,20.86565,-24.77934,11.39807,-12.23782,11.77544,-11.77544,-21.65553,-7.18347,0.11233,-12.41206,-12.32825,-13.04186,-12.6234,-36.61052,4.02973,3.7047,3.93656,-18.94369,12.00689,11.53561,-11.60497,-12.00156,39.61857,-20.20549,6.95037,5.26807,1.81927,1.50632,8.41737,7.52106,-25.30577,-26.52872,-56.16447,-45.62807,27.57707,26.85036,0,0,-6.80121,-14.31925,-6.01912,-7.11792,-6.73279,-15.19926,-15.1893,2.28458,-10.04231,-8.85955,-9.07555,1.78953,19.54309,19.94754,23.02745,22.35696,8.0892,5.4469,-17.13494,-17.53716,-10.23469,-10.09947,-17.50616,-18.64628,2.40641,1.78361,4.20353,0.82247,-3.98877,-4.3128
sub-C028,0,0,-0.13833,0,0.03879,12.3194,-12.65149,10.13128,-10.83721,-0.13024,0.13393,2.56769,-2.61117,0.28972,16.42769,-17.32936,18.55144,-19.02842,0.28751,-0.44958,29.73507,-31.00821,19.17318,-18.89506,19.13726,-20.84855,12.93849,-17.31985,18.626,-21.93988,11.83985,-11.12834,13.6284,-13.6284,-25.43444,-11.66917,-2.02647,-14.0855,-16.32989,-17.95294,-19.56069,-44.69933,2.49393,2.65234,2.41886,-20.19937,13.62687,13.85169,-13.64666,-13.43075,44.51588,-27.83641,6.42267,5.80817,0.13666,-1.57588,5.4117,4.91328,-27.74741,-32.70956,-65.90421,-69.17691,28.57046,26.56057,0,0,-8.1703,-15.38147,-4.85488,-6.54968,-6.35708,-16.22165,-16.0423,-2.72302,-8.47119,-7.55347,-8.30411,1.106,27.42588,27.09904,25.45892,24.87164,10.05154,6.04838,-23.0919,-21.56619,-11.51097,-10.0774,-24.82553,-23.30937,2.17007,2.24546,-1.86865,-2.57587,-5.77484,-4.61204
sub-C029,0,0,-0.16276,0,0.03442,10.31703,-10.64237,11.05515,-10.88663,-0.44056,0.21385,1.89258,-1.68872,0.04514,15.10408,-14.9723,19.45966,-18.46603,0.87049,0.3612,31.97446,-29.752,18.10526,-16.6504,20.41325,-19.23955,14.2547,-15.98958,20.10418,-18.25545,12.50138,-13.12545,14.64182,-14.64182,-25.53334,-11.93344,-0.27584,-16.7073,-16.47601,-19.18287,-18.43562,-38.53185,5.02211,5.53863,5.31433,-19.61799,14.74308,13.46249,-14.67489,-14.65894,41.89393,-26.02882,8.79275,6.43052,1.92584,2.56003,9.39587,8.31543,-25.93552,-28.70563,-67.98054,-68.98902,33.20217,32.23522,0,0,-8.95408,-18.23573,-6.7004,-8.28771,-8.27369,-18.91485,-18.34365,-3.45101,-11.46221,-9.9473,-9.94078,0.38707,28.68513,28.80551,24.92446,25.83129,14.70908,3.17595,-17.08822,-17.02072,-9.10811,-11.03796,-18.21706,-19.31477,-0.59105,-0.76335,-4.77884,-7.1674,-1.8468,-3.14284
sub-C030,0,0,0.0,0,0.1048,10.94731,-10.65055,9.5604,-9.15757,-0.31255,0.32671,2.31452,-1.91868,-0.22488,14.27182,-15.77778,14.13619,-17.85228,-0.7452,-1.02021,30.425,-29.60067,17.41414,-18.50072,18.78816,-17.55935,10.16123,-11.91553,13.78234,-21.65408,11.88458,-11.94385,14.08653,-14.08653,-22.49267,-8.92832,0.38431,-12.85083,-14.03977,-13.79578,-14.28321,-38.65182,4.71632,4.9748,4.27876,-19.63011,14.27831,14.07256,-13.91952,-13.93453,41.61281,-24.23593,11.91794,7.55344,5.93132,2.3623,12.40268,10.54158,-26.77767,-29.24146,-69.02293,-71.61405,31.52576,26.21166,0,0,-7.77832,-15.36336,-5.01497,-5.52506,-6.23065,-17.76463,-16.55127,-1.40576,-7.41422,-6.66927,-6.50246,2.02175,28.79174,27.29093,29.13289,27.24295,11.82363,6.54274,-21.46018,-20.75444,-11.9647,-10.84783,-20.97964,-20.92855,1.74961,0.86071,-2.00442,-1.78582,-3.53153,-5.99326
